Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
216,Jay Huff,C,25,DEN,8,0,2.8,0.5,0.9,0.571,0.3,0.6,0.4,0.3,0.3,1,0.714,0,0,0,0,0.4,0.4,0.1,0.1,0,0.1,0.6,1.3
217,De'Andre Hunter,SF,26,ATL,29,24,28.4,4.9,10.4,0.47,1.9,4.6,0.41,3,5.8,0.518,0.561,2.7,3.1,0.878,0.6,3.2,3.8,1.4,0.8,0.3,1.5,2.8,14.4
218,Matthew Hurt,PF,23,MEM,3,0,18.7,2,6,0.333,0.7,3.3,0.2,1.3,2.7,0.5,0.389,1,1,1,1.3,0.7,2,1,0,0.3,0,0.7,5.7
219,Bones Hyland,PG,23,LAC,19,2,13.2,2.3,6.3,0.367,1.1,3.4,0.313,1.3,2.9,0.429,0.45,0.5,0.6,0.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2
220,Joe Ingles,SF,36,ORL,39,0,17.5,1.6,4,0.41,1.1,2.7,0.402,0.5,1.3,0.429,0.548,0.4,0.5,0.85,0.4,2,2.4,3,0.6,0.1,0.9,1.5,4.8
221,Brandon Ingram,SF,26,NOP,49,49,33.3,8.1,16.5,0.491,1.4,3.9,0.358,6.7,12.6,0.532,0.533,4,5,0.801,0.7,4.3,5.1,5.8,0.8,0.6,2.5,2.2,21.6
222,Kyrie Irving,SG,31,DAL,31,31,33.6,9.5,19.6,0.483,2.9,7,0.417,6.5,12.6,0.519,0.557,3.4,3.8,0.889,0.7,4.3,5,5.5,1.3,0.4,1.6,1.9,25.2
223,Jonathan Isaac,PF,26,ORL,35,1,14.8,2.2,4.7,0.476,0.5,1.7,0.295,1.7,2.9,0.583,0.53,1.2,1.6,0.75,1.2,3.1,4.3,0.4,0.7,1.2,0.5,1.2,6.2
224,Jaden Ivey,SG,21,DET,48,32,27.9,5.5,11.9,0.462,1.6,4.3,0.374,3.9,7.6,0.512,0.53,2.9,4,0.72,1.4,2.5,3.9,3.7,0.7,0.6,2.5,2.8,15.5
225,Andre Jackson Jr.,SG,22,MIL,42,8,11.5,1,2,0.53,0.3,0.9,0.368,0.7,1.1,0.667,0.614,0.2,0.3,0.727,0.9,1.3,2.1,1,0.3,0.1,0.5,1.9,2.6
226,GG Jackson II,PF,19,MEM,21,1,18.7,3.5,8,0.435,1.6,4.1,0.379,1.9,3.9,0.494,0.533,1.6,2.3,0.694,1,2.4,3.4,0.9,0.6,0.6,0.8,1,10.1
227,Isaiah Jackson,C,22,IND,41,2,13.2,2.7,4.1,0.661,0,0.1,0,2.7,4,0.673,0.661,1.3,1.8,0.73,1.5,2.6,4.1,0.9,0.6,1.1,0.7,2.7,6.7
228,Jaren Jackson Jr.,C,24,MEM,49,49,31.8,7.7,17.2,0.448,1.8,5.6,0.324,5.9,11.6,0.508,0.501,5.1,6.2,0.825,1.2,4.3,5.5,2.1,1,1.6,2.3,3.6,22.3
229,Reggie Jackson,PG,33,DEN,53,14,23,4.3,9.5,0.457,1.3,3.5,0.373,3,6,0.506,0.526,1,1.3,0.776,0.4,1.7,2.1,3.9,0.6,0.2,1.3,1.9,10.9
230,Trayce Jackson-Davis,PF,23,GSW,38,3,13.1,2.7,3.9,0.68,0,0,0,2.7,3.9,0.68,0.68,1,1.7,0.585,1.6,2.5,4.1,0.9,0.3,0.8,0.7,1.6,6.4
231,LeBron James,PF,39,LAL,48,48,35,9.3,18,0.519,2.1,5.4,0.393,7.2,12.6,0.572,0.577,4.1,5.5,0.737,0.9,6.4,7.3,7.8,1.3,0.6,3.2,1.2,24.8
232,Jaime Jaquez Jr.,SF,22,MIA,47,16,29.4,5,10,0.494,1,2.9,0.331,4,7.1,0.56,0.541,2,2.5,0.819,1.2,2.6,3.8,2.6,1.1,0.2,1.7,2.4,12.9
233,DaQuan Jeffries,SG,26,NYK,10,0,3,0.5,1.2,0.417,0.1,0.5,0.2,0.4,0.7,0.571,0.458,0,0.2,0,0,0.5,0.5,0.2,0,0,0.1,0.2,1.1
234,Trey Jemison,C,24,TOT,7,2,14.3,1.4,3,0.476,0,0,0,1.4,3,0.476,0.476,0.6,0.7,0.8,1.6,1.3,2.9,0.6,0.4,0.9,0.7,2.1,3.4
234,Trey Jemison,C,24,WAS,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0
234,Trey Jemison,C,24,MEM,5,2,19.8,2,4.2,0.476,0,0,0,2,4.2,0.476,0.476,0.8,1,0.8,2.2,1.6,3.8,0.8,0.6,1.2,0.8,3,4.8
235,Ty Jerome,SG,26,CLE,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2
236,Isaiah Joe,SG,24,OKC,49,0,18.7,2.9,6.3,0.461,2,4.7,0.428,0.9,1.6,0.557,0.62,0.7,0.8,0.842,0.4,2,2.4,1.1,0.6,0.3,0.6,1.2,8.4
237,Cameron Johnson,PF,27,BRK,40,40,28.5,5.2,11.3,0.458,2.5,6.2,0.401,2.7,5.1,0.527,0.568,1.2,1.6,0.742,1.1,3.6,4.7,2.6,0.8,0.3,1,1.9,13.9
238,Jalen Johnson,SF,22,ATL,39,36,33.9,6.2,11.9,0.525,1.2,3.4,0.366,5,8.5,0.587,0.577,2,2.6,0.748,1.2,7.3,8.5,3.4,1.3,0.8,1.8,2.6,15.7
239,James Johnson,PF,36,IND,5,0,4.8,0.4,1,0.4,0,0.2,0,0.4,0.8,0.5,0.4,0,0,0,0.2,0.6,0.8,1,0.8,0,0.4,0.8,0.8
240,Keldon Johnson,SF,24,SAS,49,26,30.2,6,13.2,0.453,1.8,5.2,0.339,4.2,8.1,0.527,0.519,2.7,3.4,0.78,1.4,4.4,5.8,3,0.8,0.3,1.6,2.3,16.4
241,Keon Johnson,SG,21,BRK,2,0,17.5,2,5.5,0.364,1.5,2.5,0.6,0.5,3,0.167,0.5,2,2,1,1,0.5,1.5,0.5,1.5,0.5,1,1.5,7.5
242,Keyontae Johnson,SF,23,OKC,7,0,8.1,0.6,1.7,0.333,0.1,0.3,0.5,0.4,1.4,0.3,0.375,0,0,0,0.4,0.4,0.9,0.6,0,0,0.6,0.6,1.3
243,Nikola Joki?,C,28,DEN,51,51,33.8,10.2,17.5,0.583,1.1,2.9,0.365,9.2,14.6,0.627,0.613,4.7,5.7,0.819,3,9.1,12.2,9,1.2,0.9,3,2.5,26.2
244,Colby Jones,SG,21,SAC,17,0,7.1,1,2.7,0.37,0.1,0.8,0.077,0.9,1.9,0.485,0.38,0.1,0.3,0.4,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.2
245,Damian Jones,C,28,CLE,25,0,6,0.7,1.3,0.531,0.1,0.3,0.286,0.6,1,0.6,0.563,0.4,0.4,0.909,0.4,1,1.3,0.5,0.1,0.4,0.4,0.6,1.8
246,Derrick Jones Jr.,SF,26,DAL,48,47,25.7,3.6,7.4,0.489,1.3,3.7,0.343,2.4,3.7,0.635,0.574,1.4,1.9,0.744,1.1,2.6,3.7,1.1,0.8,0.8,0.9,1.9,9.9
247,Herbert Jones,SF,25,NOP,48,48,28.6,3.9,7.9,0.499,1.4,3.5,0.408,2.5,4.4,0.571,0.59,1.7,2,0.851,1.1,2.4,3.5,2.5,1.1,0.9,1.2,2.8,11
248,Tre Jones,PG,24,SAS,48,19,26.1,3.8,7.7,0.5,0.6,2.3,0.284,3.2,5.4,0.591,0.542,1.5,1.7,0.877,0.7,2.4,3.1,5.8,1,0.1,1.4,1.2,9.8
249,Tyus Jones,PG,27,WAS,52,52,28.7,5.2,10.5,0.498,1.6,3.8,0.421,3.6,6.7,0.542,0.574,0.5,0.7,0.765,0.3,2.5,2.8,6.5,1.1,0.3,0.9,0.8,12.6
250,DeAndre Jordan,C,35,DEN,28,1,11.5,1.7,2.7,0.632,0,0,0,1.7,2.7,0.632,0.632,0.8,1.7,0.447,1.7,3,4.7,0.7,0.2,0.5,0.7,1.7,4.2
251,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1,2.4
252,Nikola Jovi?,PF,20,MIA,20,12,16,1.9,4.6,0.402,1,2.3,0.422,0.9,2.4,0.383,0.505,0.6,1,0.55,0.9,3.3,4.1,1.8,0.3,0.4,1,1.9,5.2
253,Johnny Juzang,SG,22,UTA,2,0,3,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
254,Luke Kennard,SG,27,MEM,25,10,24.4,3.5,8,0.437,2.7,6,0.447,0.8,2,0.408,0.606,0.8,1,0.875,0.4,2.6,3,3.1,0.4,0,1,1.1,10.5
255,Walker Kessler,C,22,UTA,45,14,23.2,3.7,5.6,0.661,0.1,0.4,0.25,3.6,5.3,0.689,0.669,0.9,1.6,0.542,2.6,4.9,7.5,0.8,0.5,2.8,1,2.1,8.4
256,Braxton Key,SF,26,DEN,14,0,3.2,0.4,1,0.357,0.1,0.3,0.25,0.3,0.7,0.4,0.393,0.3,0.4,0.8,0.1,0.6,0.7,0.6,0.1,0,0.1,0.3,1.1
257,Corey Kispert,SF,24,WAS,51,1,22.2,4.3,8.8,0.489,2,5.5,0.362,2.3,3.4,0.696,0.601,1.4,1.8,0.778,0.3,2.1,2.4,1.5,0.4,0.2,1,1.5,12
258,Maxi Kleber,C,32,DAL,18,7,21.5,2,4.3,0.468,0.9,2.5,0.356,1.1,1.8,0.625,0.571,0.8,1.2,0.682,0.8,2.7,3.6,1.9,0.4,0.8,0.9,2.2,5.7
259,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6,0.462,1,3,0.33,1.8,3,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2
260,John Konchar,SF,27,MEM,42,13,19.5,1.5,3.6,0.414,0.6,2,0.279,0.9,1.6,0.591,0.493,0.3,0.3,0.786,1.2,3.1,4.4,1.8,0.8,0.9,0.6,1.2,3.8
261,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
262,Luke Kornet,C,28,BOS,37,2,14.8,2.1,3,0.679,0,0,0,2.1,3,0.679,0.679,0.8,0.8,0.903,1.8,2,3.8,0.8,0.4,1,0.4,1.3,4.9
263,Jonathan Kuminga,PF,21,GSW,49,23,25.4,5.9,11.1,0.535,0.8,2.5,0.314,5.2,8.6,0.598,0.57,3,4.1,0.721,1.2,3.4,4.7,1.8,0.7,0.4,1.6,2.2,15.6
264,Kyle Kuzma,PF,28,WAS,51,51,31.7,8.5,18.8,0.456,2.3,6.8,0.332,6.3,11.9,0.526,0.516,2.5,3.1,0.801,1,5.4,6.3,4.2,0.4,0.7,2.6,2.2,21.8
265,Jock Landale,C,28,HOU,29,0,9.3,0.9,2.4,0.377,0.1,0.6,0.111,0.8,1.8,0.471,0.391,0.4,0.6,0.765,1.3,1,2.2,0.6,0.2,0.4,0.4,0.9,2.3
266,Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,0.372,0.5,2.2,0.208,1,1.7,0.579,0.43,0.3,0.4,0.75,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6
267,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
268,A.J. Lawson,SG,23,DAL,25,0,9,1.6,3.3,0.47,0.5,1.6,0.325,1,1.7,0.605,0.548,0.5,0.8,0.632,0.4,0.8,1.2,0.5,0.4,0.1,0.4,0.8,4.1
269,Saben Lee,PG,24,PHO,12,0,6.3,0.8,1.8,0.409,0,0.4,0,0.8,1.4,0.529,0.409,1.1,1.4,0.765,0.4,0.6,1,1,0.3,0.3,0.4,0.5,2.6
270,Alex Len,C,30,SAC,20,0,8.5,1.1,1.8,0.629,0,0.2,0,1.1,1.6,0.688,0.629,0.4,0.8,0.467,1.3,1.7,3,1.1,0.3,0.4,0.7,1.2,2.6
271,Kawhi Leonard,SF,32,LAC,47,47,34.4,9,17.1,0.528,2.4,5.2,0.455,6.7,11.9,0.56,0.597,3.8,4.3,0.891,1.1,5.1,6.2,3.8,1.7,0.9,1.6,1.5,24.2
272,Caris LeVert,SG,29,CLE,41,1,27.6,5.4,12.5,0.428,1.8,5.1,0.341,3.6,7.4,0.488,0.498,2.2,3,0.748,0.5,3.1,3.6,4.3,1,0.4,1.5,1.7,14.7
273,Kira Lewis Jr.,PG,22,TOT,16,0,9.1,1,3.3,0.308,0.1,1.3,0.1,0.9,2,0.438,0.327,0.6,0.7,0.909,0.3,0.6,0.9,1.1,0.3,0.1,0.5,0.6,2.8
273,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.9,2.1,0.438,0.327,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
273,Kira Lewis Jr.,PG,22,TOR,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,Maxwell Lewis,SF,21,LAL,18,0,3.7,0.2,0.7,0.25,0.1,0.2,0.333,0.1,0.5,0.222,0.292,0,0,0,0.1,0.1,0.2,0.2,0.1,0,0.3,0.2,0.4
275,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,0.167,0,0.6,0,0.1,0.1,1,0.167,0.3,0.3,1,0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5
276,Damian Lillard,PG,33,MIL,48,48,35.3,7.4,17.4,0.427,2.9,8.5,0.345,4.5,8.9,0.505,0.511,7.1,7.8,0.922,0.5,3.6,4.2,6.8,1.1,0.2,2.5,1.7,25
277,Nassir Little,SF,23,PHO,30,2,13.3,1.6,3.3,0.475,0.6,1.9,0.304,1,1.4,0.698,0.561,0.6,0.7,0.85,0.5,1.7,2.2,0.6,0.3,0.3,0.4,1.2,4.3
278,Dereck Lively II,C,19,DAL,36,35,26,4.2,5.6,0.739,0,0.1,0,4.2,5.6,0.746,0.739,0.9,1.6,0.544,2.9,5,7.9,1.3,0.6,1.4,1.2,3.1,9.2
279,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5,0.345,1,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5
280,Chris Livingston,SF,20,MIL,14,0,4.3,0.5,1,0.5,0.1,0.1,1,0.4,0.9,0.462,0.536,0.1,0.1,1,0.1,0.8,0.9,0.3,0.1,0,0.2,0.5,1.2
281,Kenneth Lofton Jr.,PF,21,TOT,17,0,6.4,0.9,2.5,0.349,0.2,0.7,0.25,0.7,1.8,0.387,0.384,0.5,0.9,0.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4
281,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1,0.533,0.1,0.9,1,0.9,0.2,0.2,0.4,1,2.6
281,Kenneth Lofton Jr.,PF,21,PHI,2,0,4.5,0.5,3,0.167,0,1,0,0.5,2,0.25,0.167,0,0,0,0,1.5,1.5,0,0,0,1,0,1
282,Kevon Looney,C,27,GSW,50,36,18.5,2.2,3.5,0.617,0,0,0,2.2,3.5,0.621,0.617,0.8,1.2,0.683,2.3,4.2,6.6,2.2,0.5,0.4,0.8,2.4,5.1
283,Brook Lopez,C,35,MIL,50,50,31.7,5,10.1,0.492,1.8,5.1,0.348,3.2,5.1,0.636,0.579,1.5,1.8,0.831,1.6,3.9,5.5,1.6,0.6,2.7,0.9,2.6,13.2
284,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,0.368,0.1,0.5,0.25,0.3,0.7,0.455,0.421,0.1,0.1,1,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
285,Kevin Love,PF,35,MIA,42,5,17.6,2.8,6.5,0.431,1.5,4.5,0.335,1.3,2,0.651,0.547,1.8,2.2,0.787,1.1,5.1,6.2,2.3,0.3,0.2,0.8,1.8,8.9
286,Kyle Lowry,PG,37,MIA,37,35,28,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4,1.1,0.4,1.4,2.5,8.2
287,Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0,0,0,0.1,0.7,1.6
288,Trey Lyles,PF,28,SAC,38,0,20.3,2.6,5.6,0.464,1.7,4.1,0.413,0.9,1.5,0.607,0.616,0.8,1.2,0.681,0.9,3.6,4.5,1.2,0.3,0.3,0.6,1.5,7.7
289,Théo Maledon,PG,22,TOT,14,1,14.4,1.4,4.8,0.284,0.4,2.1,0.167,1,2.6,0.378,0.321,0.8,0.9,0.917,0.3,1.4,1.6,2,0.5,0,1.1,1.3,3.9
289,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0,1.2,1.4,4.2
289,Théo Maledon,PG,22,PHO,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Sandro Mamukelashvili,C,24,SAS,28,0,6.6,0.9,2.2,0.419,0.3,1.2,0.242,0.6,1,0.621,0.484,0.4,0.6,0.75,0.6,1.2,1.8,1,0.1,0.3,0.3,0.7,2.6
291,Terance Mann,SG,27,LAC,45,41,24.9,2.9,6.2,0.464,0.9,2.8,0.307,2,3.4,0.595,0.534,0.9,1.1,0.78,1.2,2,3.1,1.7,0.6,0.2,0.6,1.9,7.5
292,Tre Mann,PG,22,TOT,14,1,10.4,1.7,3.6,0.471,0.6,1.7,0.375,1.1,1.9,0.556,0.559,0.1,0.1,1,0.4,1.6,2,2.1,0.4,0,0.8,0.3,4.1
292,Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1,0.3,1.5,1.8,1.5,0.2,0,0.7,0.2,3.8
292,Tre Mann,PG,22,CHO,1,1,27,4,11,0.364,1,5,0.2,3,6,0.5,0.409,0,0,0,1,3,4,9,2,0,2,1,9
293,Boban Marjanovi?,C,35,HOU,9,0,5.3,1.1,2.3,0.476,0,0.2,0,1.1,2.1,0.526,0.476,0.3,0.7,0.5,0.7,1.8,2.4,0.4,0,0.1,0.2,0.4,2.6
294,Lauri Markkanen,PF,26,UTA,43,43,32.7,8,16,0.501,3.3,8,0.406,4.8,8,0.598,0.603,4.4,5,0.884,2.3,6.2,8.5,1.9,0.9,0.5,1.3,2,23.7
295,Naji Marshall,SF,26,NOP,42,1,18.5,2.6,5.7,0.45,0.8,2.2,0.376,1.7,3.5,0.497,0.523,1.5,1.8,0.792,1,2.5,3.5,2,0.7,0.2,1.1,1.5,7.4
296,Caleb Martin,SF,28,MIA,36,15,26.6,4,8.7,0.455,1.2,3.2,0.368,2.8,5.6,0.505,0.522,1.2,1.6,0.754,1.3,3.4,4.7,2.1,0.8,0.3,1.1,2.1,10.3
297,Cody Martin,SF,28,CHO,20,14,26,2.9,7.8,0.374,1.1,3.1,0.339,1.9,4.7,0.398,0.442,0.8,1.4,0.536,0.7,2.9,3.6,3.5,1.1,0.6,1.6,1.8,7.6
298,KJ Martin,SF,23,TOT,38,0,10.3,1.3,2.5,0.521,0.1,0.5,0.222,1.2,2.1,0.59,0.542,0.4,0.7,0.5,0.3,1.1,1.3,0.6,0.4,0.1,0.4,1.4,3.1
298,KJ Martin,SF,23,LAC,2,0,15.5,2,5,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,1,1.5,5
298,KJ Martin,SF,23,PHI,36,0,10,1.3,2.4,0.535,0.1,0.4,0.231,1.2,2,0.589,0.552,0.4,0.7,0.5,0.3,1.1,1.3,0.6,0.4,0.1,0.4,1.4,3
299,Garrison Mathews,SG,27,ATL,37,4,12.7,1.2,2.6,0.469,1.1,2.4,0.455,0.1,0.2,0.625,0.677,0.3,0.4,0.667,0.2,1,1.2,0.5,0.2,0.1,0.4,1.7,3.8
300,Bennedict Mathurin,SF,21,IND,51,15,25.7,5,11.1,0.453,1.3,3.4,0.368,3.8,7.7,0.491,0.51,3.1,3.7,0.825,1,2.9,3.9,1.9,0.5,0.2,1.7,1.9,14.4
301,Wesley Matthews,SG,37,ATL,21,1,11,0.6,2.2,0.283,0.4,1.7,0.25,0.2,0.5,0.4,0.38,0.7,0.9,0.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3
302,Tyrese Maxey,PG,23,PHI,47,47,37.1,8.9,19.8,0.448,3.1,8.1,0.38,5.8,11.7,0.495,0.526,4.9,5.7,0.857,0.5,3.1,3.6,6.4,1,0.5,1.6,2.1,25.7
303,Skylar Mays,PG-SG,26,TOT,28,5,14.6,2.1,5.5,0.39,0.6,1.9,0.296,1.6,3.6,0.44,0.442,0.5,0.6,0.765,0.4,1.1,1.5,3,0.6,0.1,0.7,0.9,5.3
303,Skylar Mays,PG,26,POR,21,5,17,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1,6.3
303,Skylar Mays,SG,26,LAL,7,0,7.7,1,2.3,0.438,0.3,0.7,0.4,0.7,1.6,0.455,0.5,0,0,0,0.1,0.4,0.6,1.1,0.4,0.1,0.1,0.6,2.3
304,Miles McBride,PG,23,NYK,40,3,12.2,2.2,4.9,0.441,1.2,2.8,0.411,1,2.1,0.482,0.559,0.5,0.6,0.818,0.3,0.7,1,1,0.6,0.1,0.4,1.2,5.9
305,CJ McCollum,PG,32,NOP,39,39,32,6.9,14.8,0.464,3.4,8,0.425,3.5,6.8,0.511,0.58,1.9,2.4,0.787,0.6,3.7,4.3,4.7,1.1,0.8,1.6,2.2,19.1
306,T.J. McConnell,PG,31,IND,43,4,17.4,3.7,6.8,0.539,0.1,0.4,0.158,3.6,6.4,0.566,0.544,0.8,1.1,0.766,0.5,2.1,2.6,5.6,1,0.1,1.5,1.1,8.3
307,Jaden McDaniels,SF,23,MIN,42,41,28.9,4.4,8.7,0.511,1.3,3.4,0.371,3.2,5.3,0.602,0.584,0.6,0.8,0.771,0.8,1.9,2.7,1.4,0.9,0.5,1.3,3.1,10.8
308,Jalen McDaniels,SF,26,TOR,32,0,9,1.1,3.3,0.337,0.3,1.6,0.212,0.8,1.6,0.462,0.389,0.4,0.6,0.7,0.3,1,1.3,0.5,0.3,0.1,0.6,0.9,3
309,Doug McDermott,SF,32,TOT,47,0,15,2,4.6,0.44,1.6,3.7,0.437,0.4,0.9,0.452,0.616,0.2,0.4,0.588,0.2,0.9,1,1.2,0.2,0,0.5,1,5.9
309,Doug McDermott,SF,32,SAS,46,0,15.2,2.1,4.7,0.442,1.7,3.8,0.439,0.4,0.9,0.452,0.619,0.2,0.4,0.588,0.2,0.9,1,1.2,0.2,0,0.5,1,6
309,Doug McDermott,SF,32,IND,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,JaVale McGee,C,36,SAC,39,0,7.9,1.9,3,0.629,0,0.1,0,1.9,2.9,0.652,0.629,0.6,1.1,0.581,0.9,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.4
311,Bryce McGowens,SG,21,CHO,42,13,16.7,2,4.3,0.459,0.7,2,0.357,1.3,2.3,0.546,0.541,1,1.4,0.754,0.4,1.5,1.9,1,0.4,0.1,0.6,1.5,5.7
312,Jordan McLaughlin,PG,27,MIN,30,0,9.3,1,2.5,0.405,0.6,1.4,0.405,0.4,1.1,0.406,0.52,0.1,0.3,0.5,0.3,0.8,1.1,1.8,0.7,0.2,0.4,0.5,2.7
313,De'Anthony Melton,SG,25,PHI,33,33,29.1,3.9,9.9,0.393,2.1,5.8,0.363,1.8,4.1,0.437,0.5,1.9,2.3,0.827,0.8,3.2,4,3.2,1.6,0.5,1.2,2.4,11.8
314,Nathan Mensah,C,25,CHO,25,0,12.3,0.5,1.1,0.429,0,0,0,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3
315,Sam Merrill,SG,27,CLE,36,0,15.8,2.8,6.3,0.441,2.4,5.4,0.444,0.4,0.9,0.419,0.632,0.3,0.3,0.909,0.4,1.4,1.8,1.5,0.4,0,0.3,1.2,8.3
316,Chimezie Metu,C,26,PHO,37,5,12.1,1.8,3.5,0.508,0.4,1.4,0.294,1.4,2.1,0.646,0.565,1,1.2,0.884,0.6,2.3,3,0.5,0.5,0.2,0.7,1.1,5
317,Vasilije Mici?,PG,30,TOT,31,0,12.5,1.5,3.4,0.433,0.4,1.5,0.271,1,1.8,0.571,0.495,0.5,0.6,0.737,0,0.8,0.8,2.7,0.3,0.1,1,0.7,3.8
317,Vasilije Mici?,PG,30,OKC,30,0,12,1.2,3,0.407,0.4,1.5,0.244,0.9,1.5,0.565,0.467,0.5,0.6,0.737,0,0.8,0.8,2.5,0.3,0.1,1,0.7,3.3
317,Vasilije Mici?,PG,30,CHO,1,0,26,8,13,0.615,2,3,0.667,6,10,0.6,0.692,0,0,0,0,1,1,9,0,0,3,1,18
318,Khris Middleton,SF,32,MIL,43,43,26.3,5.6,11.6,0.487,1.7,4.5,0.378,3.9,7.1,0.556,0.56,1.8,2.2,0.832,0.6,3.7,4.3,5,0.9,0.3,2.1,2.4,14.8
319,Brandon Miller,SF,21,CHO,46,40,31.4,6.2,14,0.444,2.3,6,0.384,3.9,8,0.489,0.526,1.8,2.2,0.824,0.8,3.2,4,2.3,0.8,0.5,1.7,2.6,16.5
320,Jordan Miller,SF,24,LAC,4,0,4,0.8,1.3,0.6,0.3,0.3,1,0.5,1,0.5,0.7,0,0,0,0.5,0.3,0.8,0,0,0,0.3,0.5,1.8
321,Leonard Miller,SF,20,MIN,6,0,3.5,1.2,1.7,0.7,0.2,0.5,0.333,1,1.2,0.857,0.75,0,0,0,0.2,1.5,1.7,0.2,0.2,0.2,0.2,0.5,2.5
322,Dariq Whitehead,SF,19,BRK,2,0,12,0.5,2.5,0.2,0,1.5,0,0.5,1,0.5,0.2,0.5,1,0.5,0,2,2,1.5,0,0.5,0,0,1.5
323,Patty Mills,PG,35,ATL,19,0,10.6,1,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0,0,0,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7
324,Shake Milton,SG,27,TOT,39,0,12.9,1.7,4.2,0.4,0.4,1.4,0.259,1.3,2.8,0.468,0.442,0.9,1.1,0.818,0.2,1.2,1.4,1.3,0.4,0.1,0.7,1.2,4.7
324,Shake Milton,SG,27,MIN,38,0,12.9,1.7,4.2,0.4,0.4,1.4,0.264,1.3,2.8,0.467,0.444,0.9,1.2,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7
324,Shake Milton,SG,27,DET,1,0,12,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,0,1,2,3,0,1,0,0,1,4
